GRANTMAKER,RECIPIENT,value,interlock
"S.D. BECHTEL, JR. FOUNDATION",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
SAN FRANCISCO FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
SCAIFE FAMILY FOUNDATIONS,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,413544.54741,False
SEARLE FREEDOM TRUST,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
SMITH RICHARDSON FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
SORENSON LEGACY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
STARR FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
SUSQUEHANNA FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
THOMAS W SMITH FOUNDATION INC,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"TRIAD FOUNDATION, INC.",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
TULLY AND ELISE FRIEDMAN FUND,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
WALTON FAMILY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
WESTROCK FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
WILLIAM H. DONNER FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ADOLPH COORS FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
AMBROSE MONELL FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ANNENBERG FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ANSCHUTZ FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ARMSTRONG FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
BILL AND MELINDA GATES FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
BODMAN FOUNDATIONS,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
BRADLEY IMPACT FUND,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
CHASE FOUNDATION OF VIRGINIA,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
CLAWS FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"COVENANT FOUNDATION, INC.",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
DANIELS FUND,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
DAVIS FAMILY FOUNDATIONS,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
DEVOS FAMILY FOUNDATIONS,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,472088.46843,False
DUNN FOUNDATION THE,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
E. L. CRAIG FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ED UIHLEIN FAMILY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
EWING MARION KAUFFMAN FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
EXXONMOBIL FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"F. M. KIRBY FOUNDATION, INC.",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
FRED MAYTAG FAMILY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"GALASHIELS FUND, LTD",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
GLEASON FAMILY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
GROVER HERMANN FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
HERRICK FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
HERTOG FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
HOWARD CHARITABLE FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
J. P. HUMPHREYS FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
J.M. KAPLAN FUND,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
JAQUELIN HUME FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
JEAN PERKINS FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
JOHN TEMPLETON FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
JOHN WILLIAM POPE FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
KERN FAMILY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
KORET FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
KOVNER FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
KRIEBLE FOUNDATION THE,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
LAKESIDE FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
LILLY ENDOWMENT INC.,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
M.J. MURDOCK CHARITABLE TRUST,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
MALONE FAMILY FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"MARCUS FOUNDATION, INC. The",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
MERCER FAMILY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ORANGE CRIMSON FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
PROMETHEUS FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ROBERTS FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ROE FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,33804.49338,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
SAN FRANCISCO FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
SCAIFE FAMILY FOUNDATIONS,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
SEARLE FREEDOM TRUST,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
SMITH RICHARDSON FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
SORENSON LEGACY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
STARR FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
SUSQUEHANNA FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
THOMAS W SMITH FOUNDATION INC,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"TRIAD FOUNDATION, INC.",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
TULLY AND ELISE FRIEDMAN FUND,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
WALTON FAMILY FOUNDATION,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
WESTROCK FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
WILLIAM H. DONNER FOUNDATION The,RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",RHODE ISLAND CENTER FOR FREEDOM AND PROSPERITY,0.0,False
ADOLPH COORS FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
AMBROSE MONELL FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
ANNENBERG FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
ANSCHUTZ FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
ARMSTRONG FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
BILL AND MELINDA GATES FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
BODMAN FOUNDATIONS,TRUTH IN ACCOUNTING,0.0,False
BRADLEY IMPACT FUND,TRUTH IN ACCOUNTING,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",TRUTH IN ACCOUNTING,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
CHASE FOUNDATION OF VIRGINIA,TRUTH IN ACCOUNTING,0.0,False
CLAWS FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
"COVENANT FOUNDATION, INC.",TRUTH IN ACCOUNTING,0.0,False
DANIELS FUND,TRUTH IN ACCOUNTING,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
DAVIS FAMILY FOUNDATIONS,TRUTH IN ACCOUNTING,0.0,False
DEVOS FAMILY FOUNDATIONS,TRUTH IN ACCOUNTING,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,TRUTH IN ACCOUNTING,24848.48485,False
DUNN FOUNDATION THE,TRUTH IN ACCOUNTING,0.0,False
E. L. CRAIG FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
ED UIHLEIN FAMILY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
EWING MARION KAUFFMAN FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
EXXONMOBIL FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
"F. M. KIRBY FOUNDATION, INC.",TRUTH IN ACCOUNTING,0.0,False
FRED MAYTAG FAMILY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
"GALASHIELS FUND, LTD",TRUTH IN ACCOUNTING,0.0,False
GLEASON FAMILY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
GROVER HERMANN FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
HERRICK FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
HERTOG FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
HOWARD CHARITABLE FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
J. P. HUMPHREYS FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
J.M. KAPLAN FUND,TRUTH IN ACCOUNTING,0.0,False
JAQUELIN HUME FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
JEAN PERKINS FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
JOHN TEMPLETON FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
JOHN WILLIAM POPE FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
KERN FAMILY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
KORET FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
KOVNER FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
KRIEBLE FOUNDATION THE,TRUTH IN ACCOUNTING,0.0,False
LAKESIDE FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",TRUTH IN ACCOUNTING,0.0,False
LILLY ENDOWMENT INC.,TRUTH IN ACCOUNTING,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,TRUTH IN ACCOUNTING,81632.65306,False
M.J. MURDOCK CHARITABLE TRUST,TRUTH IN ACCOUNTING,0.0,False
MALONE FAMILY FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
"MARCUS FOUNDATION, INC. The",TRUTH IN ACCOUNTING,0.0,False
MERCER FAMILY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",TRUTH IN ACCOUNTING,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
ORANGE CRIMSON FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
PROMETHEUS FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,TRUTH IN ACCOUNTING,0.0,False
ROBERTS FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
ROE FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",TRUTH IN ACCOUNTING,0.0,False
SAN FRANCISCO FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
SCAIFE FAMILY FOUNDATIONS,TRUTH IN ACCOUNTING,0.0,False
SEARLE FREEDOM TRUST,TRUTH IN ACCOUNTING,1056719.7163200001,False
SILICON VALLEY COMMUNITY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
SMITH RICHARDSON FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
SORENSON LEGACY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
STARR FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
SUSQUEHANNA FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
THOMAS W SMITH FOUNDATION INC,TRUTH IN ACCOUNTING,0.0,False
"TRIAD FOUNDATION, INC.",TRUTH IN ACCOUNTING,0.0,False
TULLY AND ELISE FRIEDMAN FUND,TRUTH IN ACCOUNTING,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",TRUTH IN ACCOUNTING,0.0,False
WALTON FAMILY FOUNDATION,TRUTH IN ACCOUNTING,0.0,False
WESTROCK FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",TRUTH IN ACCOUNTING,0.0,False
WILLIAM H. DONNER FOUNDATION The,TRUTH IN ACCOUNTING,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",TRUTH IN ACCOUNTING,0.0,False
ADOLPH COORS FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
AMBROSE MONELL FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
ANNENBERG FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
ANSCHUTZ FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
ARMSTRONG FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
BILL AND MELINDA GATES FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
BODMAN FOUNDATIONS,ACCURACY IN ACADEMIA,0.0,False
BRADLEY IMPACT FUND,ACCURACY IN ACADEMIA,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",ACCURACY IN ACADEMIA,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
CHASE FOUNDATION OF VIRGINIA,ACCURACY IN ACADEMIA,0.0,False
CLAWS FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
"COVENANT FOUNDATION, INC.",ACCURACY IN ACADEMIA,0.0,False
DANIELS FUND,ACCURACY IN ACADEMIA,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
DAVIS FAMILY FOUNDATIONS,ACCURACY IN ACADEMIA,0.0,False
DEVOS FAMILY FOUNDATIONS,ACCURACY IN ACADEMIA,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,ACCURACY IN ACADEMIA,0.0,False
DUNN FOUNDATION THE,ACCURACY IN ACADEMIA,0.0,False
E. L. CRAIG FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
ED UIHLEIN FAMILY FOUNDATION,ACCURACY IN ACADEMIA,30024.127993,False
EWING MARION KAUFFMAN FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
EXXONMOBIL FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
"F. M. KIRBY FOUNDATION, INC.",ACCURACY IN ACADEMIA,0.0,False
FRED MAYTAG FAMILY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
"GALASHIELS FUND, LTD",ACCURACY IN ACADEMIA,0.0,False
GLEASON FAMILY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
GROVER HERMANN FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
HERRICK FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
HERTOG FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
HOWARD CHARITABLE FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
J. P. HUMPHREYS FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
J.M. KAPLAN FUND,ACCURACY IN ACADEMIA,0.0,False
JAQUELIN HUME FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
JEAN PERKINS FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
JOHN TEMPLETON FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
JOHN WILLIAM POPE FOUNDATION,ACCURACY IN ACADEMIA,8197.538399000001,False
KERN FAMILY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
KORET FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
KOVNER FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
KRIEBLE FOUNDATION THE,ACCURACY IN ACADEMIA,0.0,False
LAKESIDE FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",ACCURACY IN ACADEMIA,0.0,False
LILLY ENDOWMENT INC.,ACCURACY IN ACADEMIA,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
M.J. MURDOCK CHARITABLE TRUST,ACCURACY IN ACADEMIA,0.0,False
MALONE FAMILY FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
"MARCUS FOUNDATION, INC. The",ACCURACY IN ACADEMIA,0.0,False
MERCER FAMILY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",ACCURACY IN ACADEMIA,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
ORANGE CRIMSON FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
PROMETHEUS FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,ACCURACY IN ACADEMIA,0.0,False
ROBERTS FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
ROE FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",ACCURACY IN ACADEMIA,0.0,False
SAN FRANCISCO FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
SCAIFE FAMILY FOUNDATIONS,ACCURACY IN ACADEMIA,0.0,False
SEARLE FREEDOM TRUST,ACCURACY IN ACADEMIA,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
SMITH RICHARDSON FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
SORENSON LEGACY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
STARR FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
SUSQUEHANNA FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
THOMAS W SMITH FOUNDATION INC,ACCURACY IN ACADEMIA,0.0,False
"TRIAD FOUNDATION, INC.",ACCURACY IN ACADEMIA,0.0,False
TULLY AND ELISE FRIEDMAN FUND,ACCURACY IN ACADEMIA,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",ACCURACY IN ACADEMIA,0.0,False
WALTON FAMILY FOUNDATION,ACCURACY IN ACADEMIA,0.0,False
WESTROCK FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",ACCURACY IN ACADEMIA,0.0,False
WILLIAM H. DONNER FOUNDATION The,ACCURACY IN ACADEMIA,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",ACCURACY IN ACADEMIA,0.0,False
ADOLPH COORS FOUNDATION,EAGLE FORUM,0.0,False
AMBROSE MONELL FOUNDATION,EAGLE FORUM,0.0,False
ANNENBERG FOUNDATION,EAGLE FORUM,0.0,False
ANSCHUTZ FOUNDATION The,EAGLE FORUM,0.0,False
ARMSTRONG FOUNDATION,EAGLE FORUM,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,EAGLE FORUM,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,EAGLE FORUM,0.0,False
BILL AND MELINDA GATES FOUNDATION,EAGLE FORUM,0.0,False
BODMAN FOUNDATIONS,EAGLE FORUM,0.0,False
BRADLEY IMPACT FUND,EAGLE FORUM,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",EAGLE FORUM,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,EAGLE FORUM,0.0,False
CHASE FOUNDATION OF VIRGINIA,EAGLE FORUM,0.0,False
CLAWS FOUNDATION,EAGLE FORUM,0.0,False
"COVENANT FOUNDATION, INC.",EAGLE FORUM,0.0,False
DANIELS FUND,EAGLE FORUM,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,EAGLE FORUM,0.0,False
