ein,name,position,year,org
56-0611550,ZBIGNIEW BRZEZINSKI,GRANTS ADVISORY COMMITTEE,1999,SMITH RICHARDSON FOUNDATION
56-0611550,STUART S. RICHARDSON,TRUSTEE,1999,SMITH RICHARDSON FOUNDATION
38-6041517,Todd W Herrick,"Chairman of the Board of Trustees, President and Treasurer",2018,HERRICK FOUNDATION
38-6041517,Kent B Herrick,"Vice-President, Executive Director and Trustee",2018,HERRICK FOUNDATION
38-6041517,Lisa H Parker,Vice Executive Director and Trustee,2018,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2018,HERRICK FOUNDATION
38-6041517,Kent B Herrick,"Vice-President, Executive Director and Trustee",2017,HERRICK FOUNDATION
38-6041517,Todd W Herrick,"Chairman of the Board of Trustees, President and Treasurer",2017,HERRICK FOUNDATION
38-6041517,Lisa H Parker,Vice Executive Director and Trustee,2017,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2017,HERRICK FOUNDATION
38-6041517,Kent B Herrick,"Vice-President, Executive Director and Trustee",2016,HERRICK FOUNDATION
38-6041517,Todd W Herrick,"Chairman of the Board of Trustees, President and Treasurer",2016,HERRICK FOUNDATION
38-6041517,Lisa H. Parker,Vice Executive Director and Trustee,2016,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2016,HERRICK FOUNDATION
38-6041517,Kent B Herrick,"Vice-President, Executive Director and Trustee",2015,HERRICK FOUNDATION
38-6041517,Todd W Herrick,"Chairman of the Board of Trustees, President and Treasurer",2015,HERRICK FOUNDATION
38-6041517,Lisa H Parker,Vice Executive Director and Trustee,2015,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2015,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,President and Treasurer,2014,HERRICK FOUNDATION
38-6041517,Kent B Herrick,Executive Director and Trustee,2014,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2014,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2013,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2013,HERRICK FOUNDATION
38-6041517,Kent B Herrick,"Vice-President, Executive Director and Trustee",2013,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2012,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,"Vice-President, Executive Director and Trustee",2012,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaum,Secretary and Trustee,2012,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2011,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,"Vice-President, Executive Director and Trustee",2011,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2011,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,"Vice-President, Executive Director and Trustee",2010,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2010,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaum,Secretary and Trustee,2010,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,"Vice-President, Executive Director and Trustee",2009,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2009,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaum,Secretary and Trustee,2009,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,"Vice-President, Executive Director and Trustee",2008,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaum,Secretary and Trustee,2008,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2008,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaum,Secretary and Trustee,2007,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,"Vice-President, Executive Director and Trustee",2007,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2007,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaum,Secretary and Trustee,2006,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,Vice-President and Trustee,2006,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2006,HERRICK FOUNDATION
38-6041517,Kent B. Herrick,Vice-President and Trustee,2005,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2005,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaum,Secretary and Trustee,2005,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2004,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2004,HERRICK FOUNDATION
38-6041517,Kent B Herrick,Vice-President and Trustee,2004,HERRICK FOUNDATION
38-6041517,Michael A. Indenbaurn,Secretary and Trustee,2003,HERRICK FOUNDATION
38-6041517,Todd W. Herrick,Vice President and Trustee,2003,HERRICK FOUNDATION
38-6041517,Kenneth G. Herrick,"Chairman of the Board of Trustees, President and Treasurer",2003,HERRICK FOUNDATION
38-6041517,Kenneth G Herrick,"Chairman of the Board of Trustees, President and Treasurer",2002,HERRICK FOUNDATION
38-6041517,Michael A Indenbaum,Secretary and Trustee,2002,HERRICK FOUNDATION
38-6041517,Todd W Herrick,Vice-President and Trustee,2002,HERRICK FOUNDATION
38-6041517,KENNETH G HERRICK,"CHAIRMAN OF THE BOARD OF TRUSTEES, PRESIDENT AND TREASURER",2001,HERRICK FOUNDATION
38-6041517,JOHN W GELDER,"VICE PRESIDENT, SECRETARY AND TRUSTEE",2001,HERRICK FOUNDATION
38-6041517,TODD W HERRICK,VICE PRESIDENT AND TRUSTEE,2001,HERRICK FOUNDATION
38-6041517,KENNETH G. HERRICK,"CHAIRMAN OF THE BOARD OF TRUSTEES, PRESIDENT AND TREASURER",2000,HERRICK FOUNDATION
38-6041517,TODD W. HERRICK,VICE-PRESIDENT AND TRUSTEE,2000,HERRICK FOUNDATION
38-6041517,JOHN W. GELDER,"VICE-PRESIDENT, SECRETARY AND TRUSTEE",2000,HERRICK FOUNDATION
26-2588270,JOHN W POPEO,PRESIDENT/TREASURER AS OF 12/29/18,2018,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,VICE PRES/SECRETARY AS OF 12/29/18,2018,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE CLAFFEY LARCHER,VICE PRESIDENT AS OF 12/29/18,2018,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,VICE PRESIDENT 01/01/18-12/28/18,2018,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE CLAFFEY LARCHER,PRESIDENT/TREASURER 01/01/18-12/28/18,2018,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,KATHERINE C DUCHESNE,VICE PRES/SECRETARY RESIGNED 12/29/18,2018,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT/TREASURER,2017,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,KATHERINE C DUCHESNE,VICE PRESIDENT/SECRETARY,2017,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,VICE PRESIDENT,2017,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT/TREASURER,2016,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,KATHERINE C DUCHESNE,VICE PRESIDENT/SECRETARY,2016,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,VICE PRESIDENT,2016,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,KATHERINE C DUCHESNE,VICE PRESIDENT/SECRETARY,2015,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT/TREASURER,2015,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,VICE PRESIDENT,2015,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT/CHAIRMAN,2014,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,KATHERINE C DUCHESNE,VICE PRESIDENT-SECRETARY,2014,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,TREASURER,2014,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT/CHAIRMAN,2013,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,JOHN W POPEO,VICE PRESIDENT-SECRETARY,2013,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,TREASURER,2013,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT/CHAIRMAN,2012,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,JOHN W POPEO,VICE PRESIDENT-SECRETARY,2012,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,TREASURER,2012,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT/CHAIRMAN,2011,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,JOHN W POPEO,VICE PRESIDENT-SECRETARY,2011,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,TREASURER,2011,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,CONSTANCE C LARCHER,PRESIDENT-SECRETARY/CHAIRMAN,2010,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,JOHN W POPEO,VICE PRESIDENT,2010,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
26-2588270,HELEN B POPEO,TREASURER,2010,"U.S. JUSTICE CHARITABLE FOUNDATION, INC."
52-2166327,Lawson R Bader,President & CEO,2018,DONORS TRUST
52-2166327,Jeffrey C Zysik,"COO, CFO, Treasurer.",2018,DONORS TRUST
52-2166327,Peter A Lipsett,Vice President/Secretary,2018,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2018,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2018,DONORS TRUST
52-2166327,Thomas E Beach,Director,2018,DONORS TRUST
52-2166327,"George Coates, Jr.",Director,2018,DONORS TRUST
52-2166327,Lawson R Bader,President & CEO,2017,DONORS TRUST
52-2166327,Jeffrey C Zysik,"CFO, Treasurer",2017,DONORS TRUST
52-2166327,Peter A Lipsett,Dir Growth Strat/Secretary,2017,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2017,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2017,DONORS TRUST
52-2166327,Thomas E Beach,Director,2017,DONORS TRUST
52-2166327,Lawson R Bader,President & CEO,2016,DONORS TRUST
52-2166327,Jeffrey C Zysik,"CFO, Sec-Treasurer.",2016,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2016,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2016,DONORS TRUST
52-2166327,Thomas E Beach,Director,2016,DONORS TRUST
52-2166327,William J Hume,Director,2016,DONORS TRUST
52-2166327,Jeffrey C Zysik,"CFO, Sec-Treasurer.",2015,DONORS TRUST
52-2166327,Whitney L Ball,President & CEO,2015,DONORS TRUST
52-2166327,Lawson R Bader,President & CEO,2015,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2015,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2015,DONORS TRUST
52-2166327,Thomas E Beach,Director,2015,DONORS TRUST
52-2166327,William J Hume,Director,2015,DONORS TRUST
52-2166327,Whitney L Ball,President & CEO,2014,DONORS TRUST
52-2166327,Jeffrey C. Zysik,"CFO, Sec-Treasurer.",2014,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2014,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2014,DONORS TRUST
52-2166327,Thomas E. Beach,Director,2014,DONORS TRUST
52-2166327,William J. Hume,Director,2014,DONORS TRUST
52-2166327,Whitney L Ball,President & CEO,2013,DONORS TRUST
52-2166327,Jeffrey C. Zysik,"CFO, Sec-Treasurer.",2013,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2013,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2013,DONORS TRUST
52-2166327,William J. Hume,Director,2013,DONORS TRUST
52-2166327,Whitnev L Ball,President & CEO,2012,DONORS TRUST
52-2166327,Jeffrey C. Zysik,Sec-Treasurer.,2012,DONORS TRUST
52-2166327,Kimberly O. Dennis,Chairman,2012,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2012,DONORS TRUST
52-2166327,William J. Hume,Director,2012,DONORS TRUST
52-2166327,Whitney L Ball,President & CEO,2011,DONORS TRUST
52-2166327,Jeffrey C. Zysik,Sec-Treasurer.,2011,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2011,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2011,DONORS TRUST
52-2166327,Nathaniel C. Moffat,Director,2011,DONORS TRUST
52-2166327,William J. Hume,Director,2011,DONORS TRUST
52-2166327,Whitney L Ball,President & CEO,2010,DONORS TRUST
52-2166327,Jeffrey C. Zysik,"CFO, Sec-Treasurer.",2010,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2010,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2010,DONORS TRUST
52-2166327,Nathaniel C. Moffat,Director,2010,DONORS TRUST
52-2166327,William J. Hume,Director,2010,DONORS TRUST
52-2166327,Whitney L Ball,President & CEO,2009,DONORS TRUST
52-2166327,Melissa Cliett,Chief Operating Officer,2009,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2009,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2009,DONORS TRUST
52-2166327,Nathaniel C. Moffat,Sec-Treas.,2009,DONORS TRUST
52-2166327,William J. Hume,Director,2009,DONORS TRUST
52-2166327,Whitney L Ball,President & CEO,2008,DONORS TRUST
52-2166327,Melissa M Cliett,Chief Operating Officer,2008,DONORS TRUST
52-2166327,Kimberly O Dennis,Chairman,2008,DONORS TRUST
52-2166327,James Piereson,Vice Chairman,2008,DONORS TRUST
52-2166327,Nathaniel C Moffat,Secretary & Treasurer,2008,DONORS TRUST
52-2166327,William J Hume,Director,2008,DONORS TRUST
52-2166327,Whitney L Ball,Sec'y & Treas.,2007,DONORS TRUST
52-2166327,Daniel C Searle,Vice-President,2007,DONORS TRUST
52-2166327,William J Hume,Director,2007,DONORS TRUST
52-2166327,Nathaniel C Moffat,Director,2007,DONORS TRUST
52-2166327,James Piereson,"Director, VP",2007,DONORS TRUST
52-2166327,Kimberly O Dennis,President,2007,DONORS TRUST
52-2166327,Whitney L. Ball,sec'y & treas,2006,DONORS TRUST
52-2166327,William J. Hume,Director,2006,DONORS TRUST
52-2166327,Nathaniel C. Moffat,Director,2006,DONORS TRUST
52-2166327,Daniel C. Searle,Vice President,2006,DONORS TRUST
52-2166327,Kimberly O. Dennis,President,2006,DONORS TRUST
52-2166327,James Piereson,President,2006,DONORS TRUST
52-2166327,Whitney L Ball,Sec'y & Treas.,2005,DONORS TRUST
52-2166327,William J Hume,Director,2005,DONORS TRUST
52-2166327,Daniel C Searle,Vice-President,2005,DONORS TRUST
52-2166327,James Piereson,Director,2005,DONORS TRUST
52-2166327,Kimberly O Dennis,President,2005,DONORS TRUST
52-2166327,Nathaniel C Moffat,Director,2005,DONORS TRUST
52-2166327,WHITNEY L. BALL,SEC'Y/TREASURER,2004,DONORS TRUST
52-2166327,JAMES PIERESON,DIRECTOR,2004,DONORS TRUST
52-2166327,KIMBERLY O. DENNIS,PRESIDENT,2004,DONORS TRUST
52-2166327,DANIEL C. SEARLE,VICE-PRESIDENT,2004,DONORS TRUST
52-2166327,WILLIAM J. HUME,DIRECTOR,2004,DONORS TRUST
52-2166327,NATHANIEL C. MOFFAT,DIRECTOR,2004,DONORS TRUST
52-2166327,WHITNEY L. BALL,SEC'Y/TREASURER,2003,DONORS TRUST
52-2166327,JAMES PIERESON,BOARD MEMBER,2003,DONORS TRUST
52-2166327,DANIEL C. SEARLE,VICE PRESIDENT,2003,DONORS TRUST
52-2166327,WILLIAM J. HUME,VICE PRESIDENT,2003,DONORS TRUST
52-2166327,NATHANIEL C. MOFFAT,BOARD MEMBER,2003,DONORS TRUST
52-2166327,KIMBERLY O. DENNIS,PRESIDENT,2003,DONORS TRUST
52-2166327,WHITNEY L. BALL,EXEC DIR/BOARD MEMBER,2002,DONORS TRUST
52-2166327,KIMBERLY DENNIS,PRESIDENT,2002,DONORS TRUST
52-2166327,JERRY HUME,BOARD MEMBER,2002,DONORS TRUST
52-2166327,DANIEL SEARLE,BOARD MEMBER,2002,DONORS TRUST
52-2166327,JAMES PIERESON,SEC'Y/TREASURER,2002,DONORS TRUST
52-2166327,NATHANIEL MOFFAT,BOARD MEMBER,2002,DONORS TRUST
52-2166327,WHITNEY BALL,EXECUTIVE DIRECTOR,2001,DONORS TRUST
52-2166327,STEVEN HAYWARD,SECRETARY-TREASURER,2001,DONORS TRUST
52-2166327,DANIEL SEARLE,DIRECTOR,2001,DONORS TRUST
52-2166327,JERRY HUME,DIRECTOR,2001,DONORS TRUST
52-2166327,KIMBERLY O. DENNIS,PRESIDENT,2001,DONORS TRUST
52-2166327,NATHANIEL MOFFAT,DIRECTOR,2001,DONORS TRUST
52-2166327,WHITNEY BALL,EXECUTIVE DIRECTOR,2000,DONORS TRUST
52-2166327,JERRY HUME,DIRECTOR,2000,DONORS TRUST
52-2166327,DAN SEARLE,DIRECTOR,2000,DONORS TRUST
52-2166327,STEVE HAYWARD,SECRETARY-TREASURER,2000,DONORS TRUST
52-2166327,KIM DENNIS,PRESIDENT,2000,DONORS TRUST
52-2166327,STEVEN HAYWARD,SECY TREAS,1999,DONORS TRUST
52-2166327,KIMBERLY O. DENNIS,PRESIDENT,1999,DONORS TRUST
52-2166327,WHITNEY BALL,EXEC. DIR,1999,DONORS TRUST
20-1982204,REBEKAH MERCER,DIRECTOR,2017,MERCER FAMILY FOUNDATION
20-1982204,ROBERT MERCER,DIRECTOR,2017,MERCER FAMILY FOUNDATION
20-1982204,JENNIFER MERCER,DIRECTOR,2017,MERCER FAMILY FOUNDATION
20-1982204,HEATHER MERCER,DIRECTOR,2017,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2016,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2015,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2014,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2013,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2012,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2011,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2010,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2009,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2008,MERCER FAMILY FOUNDATION
20-1982204,REBEKAH MERCER,DIRECTOR,2005,MERCER FAMILY FOUNDATION
42-1444870,KENNETH P MAYTAG,PRESIDENT,2018,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L MAYTAG III,VICE-PRESIDENT,2018,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KRISTEN VAN LIEFDE,SECRETARY,2018,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P MAYTAG,PRESIDENT,2017,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L MAYTAG III,VICE-PRESIDENT,2017,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KRISTEN VAN LIEFDE,SECRETARY,2017,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P MAYTAG,President,2016,FRED MAYTAG FAMILY FOUNDATION
42-1444870,Frederick L Maytag III,Vice-President,2016,FRED MAYTAG FAMILY FOUNDATION
42-1444870,Kristen Van Liefde,Secretary,2016,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P MAYTAG,President,2015,FRED MAYTAG FAMILY FOUNDATION
42-1444870,Frederick L Maytag III,Vice-President,2015,FRED MAYTAG FAMILY FOUNDATION
42-1444870,Edna Parrish,Secretary,2015,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2014,FRED MAYTAG FAMILY FOUNDATION
42-1444870,WILLIAM C. WEINSHEIMER,DIRECTOR,2014,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2014,FRED MAYTAG FAMILY FOUNDATION
42-1444870,EDNA PARRISH,SECRETARY,2014,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2013,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2013,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2013,FRED MAYTAG FAMILY FOUNDATION
42-1444870,EDNA PARRISH,SECRETARY,2013,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2012,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2012,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2012,FRED MAYTAG FAMILY FOUNDATION
42-1444870,EDNA PARRISH,SECRETARY,2012,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2011,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2011,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2011,FRED MAYTAG FAMILY FOUNDATION
42-1444870,EDNA PARRISH,SECRETARY,2011,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2010,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2010,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2010,FRED MAYTAG FAMILY FOUNDATION
42-1444870,EDNA PARRISH,SECRETARY,2010,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2009,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2009,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2009,FRED MAYTAG FAMILY FOUNDATION
42-1444870,ELLEN BERGERON,SECRETARY,2009,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2008,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2008,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE PRESIDENT,2008,FRED MAYTAG FAMILY FOUNDATION
42-1444870,ELLEN BERGERON,SECRETARY,2008,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2007,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2007,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2007,FRED MAYTAG FAMILY FOUNDATION
42-1444870,ELLEN BERGERON,SECRETARY,2007,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,VICE-PRESIDENT,2006,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ FOLEY & LARDNER LLP",DIRECTOR,2006,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,PRESIDENT,2006,FRED MAYTAG FAMILY FOUNDATION
42-1444870,ELLEN BERGERON,SECRETARY,2006,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2005,FRED MAYTAG FAMILY FOUNDATION
42-1444870,ELLEN BERGERON,SECRETARY,2005,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,DIRECTOR,2005,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"FREDERICK L. MAYTAG, III",DIRECTOR,2005,FRED MAYTAG FAMILY FOUNDATION
42-1444870,ELLEN BERGERON,SECRETARY,2004,FRED MAYTAG FAMILY FOUNDATION
42-1444870,FREDERICK L. MAYTAG III,DIRECTOR,2004,FRED MAYTAG FAMILY FOUNDATION
42-1444870,KENNETH P. MAYTAG,DIRECTOR,2004,FRED MAYTAG FAMILY FOUNDATION
42-1444870,"WILLIAM C. WEINSHEIMER, ESQ",DIRECTOR,2004,FRED MAYTAG FAMILY FOUNDATION
42-1444870,ELLEN BERGERON,SECRETARY,2003,FRED MAYTAG FAMILY FOUNDATION
