GRANTMAKER,RECIPIENT,YEAR,GRANTMAKER_PERSON,RECIPIENT_PERSON,Correct,combo,duplicate
SCAIFE FAMILY FOUNDATIONS,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2016,ROGER  KIMBALL,ROGER  KIMBALL,True,SCAIFE FAMILY FOUNDATIONSMANHATTAN INSTITUTE FOR POLICY RESEARCHROGER  KIMBALLROGER  KIMBALL,True
ROE FOUNDATION The,SOUTH CAROLINA POLICY COUNCIL,2016,THOMAS L WILLCOX,THOMAS  WILLCOX,True,ROE FOUNDATION TheSOUTH CAROLINA POLICY COUNCILTHOMAS L WILLCOXTHOMAS  WILLCOX,True
ROE FOUNDATION The,STATE POLICY NETWORK,2016,THOMAS L WILLCOX,THOMAS  WILLCOX,True,ROE FOUNDATION TheSTATE POLICY NETWORKTHOMAS L WILLCOXTHOMAS  WILLCOX,True
ROE FOUNDATION The,SOUTH CAROLINA POLICY COUNCIL,2016,THOMAS L WILLCOX,THOMAS L WILCOX,True,ROE FOUNDATION TheSOUTH CAROLINA POLICY COUNCILTHOMAS L WILLCOXTHOMAS L WILCOX,False
ROE FOUNDATION The,STATE POLICY NETWORK,2016,THOMAS L WILLCOX,THOMAS L WILCOX,True,ROE FOUNDATION TheSTATE POLICY NETWORKTHOMAS L WILLCOXTHOMAS L WILCOX,False
JOHN WILLIAM POPE FOUNDATION,JAMES G. MARTIN CENTER FOR ACADEMIC RENEWAL,2016,JOHN M HOOD,JOHN  HOOD,True,JOHN WILLIAM POPE FOUNDATIONJAMES G. MARTIN CENTER FOR ACADEMIC RENEWALJOHN M HOODJOHN  HOOD,True
JOHN WILLIAM POPE FOUNDATION,JOHN LOCKE FOUNDATION,2016,JOHN M HOOD,JOHN  HOOD,True,JOHN WILLIAM POPE FOUNDATIONJOHN LOCKE FOUNDATIONJOHN M HOODJOHN  HOOD,True
JOHN WILLIAM POPE FOUNDATION,STATE POLICY NETWORK,2016,JOHN M HOOD,JOHN  HOOD,True,JOHN WILLIAM POPE FOUNDATIONSTATE POLICY NETWORKJOHN M HOODJOHN  HOOD,True
JOHN WILLIAM POPE FOUNDATION,STUDENT FREE PRESS ASSOCIATION,2016,JOHN M HOOD,JOHN  HOOD,True,JOHN WILLIAM POPE FOUNDATIONSTUDENT FREE PRESS ASSOCIATIONJOHN M HOODJOHN  HOOD,True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",WASHINGTON LEGAL FOUNDATION,2016,CONSTANCE C LARCHER,CONSTANCE C LARCHER,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.WASHINGTON LEGAL FOUNDATIONCONSTANCE C LARCHERCONSTANCE C LARCHER",True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",CAPITAL RESEARCH CENTER,2016,CONSTANCE C LARCHER,CONSTANCE  LARCHER,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.CAPITAL RESEARCH CENTERCONSTANCE C LARCHERCONSTANCE  LARCHER",True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",WASHINGTON LEGAL FOUNDATION,2016,CONSTANCE C LARCHER,CONSTANCE  LARCHER,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.WASHINGTON LEGAL FOUNDATIONCONSTANCE C LARCHERCONSTANCE  LARCHER",True
WILLIAM H. DONNER FOUNDATION The,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,DEBORAH  DONNER,DEBORAH  DONNER,True,WILLIAM H. DONNER FOUNDATION ThePROPERTY AND ENVIRONMENT RESEARCH CENTERDEBORAH  DONNERDEBORAH  DONNER,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2016,BRIAN  HOOKS,BRIAN  HOOKS,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYBRIAN  HOOKSBRIAN  HOOKS,True
JOHN TEMPLETON FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2016,KRIS  MAUREN,KRIS  MAUREN,True,JOHN TEMPLETON FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONKRIS  MAURENKRIS  MAUREN,False
JOHN TEMPLETON FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2016,KRIS  MAUREN,KRIS  MAUREN,True,JOHN TEMPLETON FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYKRIS  MAURENKRIS  MAUREN,False
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2016,KRIS ALAN MAUREN,KRIS ALAN MAUREN,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONKRIS ALAN MAURENKRIS ALAN MAUREN,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY O DENNIS,True
DONORS TRUST & DONORS CAPITAL FUND,INDEPENDENT WOMEN'S FORUM,2016,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY O DENNIS,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY O DENNIS,True
SEARLE FREEDOM TRUST,INDEPENDENT WOMEN'S FORUM,2016,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,SEARLE FREEDOM TRUSTINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY O DENNIS,True
"BRADY EDUCATION FOUNDATION, INC.",PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.PROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY O DENNIS",True
"BRADY EDUCATION FOUNDATION, INC.",INDEPENDENT WOMEN'S FORUM,2016,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.INDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY O DENNIS",True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2016,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2016,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2016,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2016,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2016,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYCHARLES G KOCHCHARLES G KOCH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2016,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYCHARLES G KOCHCHARLES G KOCH,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2016,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2016,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2016,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2016,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2016,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2016,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
CHASE FOUNDATION OF VIRGINIA,STATE POLICY NETWORK,2016,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIASTATE POLICY NETWORKDERWOOD S CHASEDERWOOD S CHASE,True
CHASE FOUNDATION OF VIRGINIA,REASON FOUNDATION THE,2016,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIAREASON FOUNDATION THEDERWOOD S CHASEDERWOOD S CHASE,True
ROE FOUNDATION The,STATE POLICY NETWORK,2016,CARL O HELSTROM,CARL O HELSTROM,True,ROE FOUNDATION TheSTATE POLICY NETWORKCARL O HELSTROMCARL O HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2016,CARL O HELSTROM,CARL O HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL O HELSTROM,True
ROE FOUNDATION The,AMERICA'S FUTURE FOUNDATION,2016,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,COMMONWEALTH FOUNDATION,2016,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,STATE POLICY NETWORK,2016,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,FOUNDATION FOR ECONOMIC EDUCATION,2016,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,AMERICA'S FUTURE FOUNDATION,2016,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,COMMONWEALTH FOUNDATION,2016,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2016,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2016,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2016,T ALAN RUSSELL,T ALAN RUSSELL,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDT ALAN RUSSELLT ALAN RUSSELL,True
CHASE FOUNDATION OF VIRGINIA,ATLAS NETWORK,2016,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAATLAS NETWORKALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2016,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2016,SANDRA J SCHALLER,SANDRA J SCHALLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDSANDRA J SCHALLERSANDRA J SCHALLER,True
MALONE FAMILY FOUNDATION The,CATO INSTITUTE,2016,JOHN C MALONE,JOHN C MALONE,True,MALONE FAMILY FOUNDATION TheCATO INSTITUTEJOHN C MALONEJOHN C MALONE,True
"COVENANT FOUNDATION, INC.",TEXAS PUBLIC POLICY FOUNDATION,2016,JAMES R LEININGER,JAMES R LEININGER,True,"COVENANT FOUNDATION, INC.TEXAS PUBLIC POLICY FOUNDATIONJAMES R LEININGERJAMES R LEININGER",True
SCAIFE FAMILY FOUNDATIONS,YOUNG AMERICA'S FOUNDATION,2016,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSYOUNG AMERICA'S FOUNDATIONT KENNETH CRIBBT KENNETH CRIBB,True
SCAIFE FAMILY FOUNDATIONS,FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIES,2016,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSFEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIEST KENNETH CRIBBT KENNETH CRIBB,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2016,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2016,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2016,DAVID  THEROUX,DAVID  THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEDAVID  THEROUXDAVID  THEROUX,False
ROE FOUNDATION The,HERITAGE FOUNDATION,2016,EDWIN J FEULNER,EDWIN J FEULNER,True,ROE FOUNDATION TheHERITAGE FOUNDATIONEDWIN J FEULNEREDWIN J FEULNER,True
ROE FOUNDATION The,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2016,EDWIN J FEULNER,EDWIN J FEULNER,True,ROE FOUNDATION TheACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYEDWIN J FEULNEREDWIN J FEULNER,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2016,EDWIN J FEULNER,EDWIN J FEULNER,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONEDWIN J FEULNEREDWIN J FEULNER,True
SCAIFE FAMILY FOUNDATIONS,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2016,EDWIN J FEULNER,EDWIN J FEULNER,True,SCAIFE FAMILY FOUNDATIONSACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYEDWIN J FEULNEREDWIN J FEULNER,True
SUSQUEHANNA FOUNDATION,CATO INSTITUTE,2016,JEFFREY  YASS,JEFFREY S YASS,True,SUSQUEHANNA FOUNDATIONCATO INSTITUTEJEFFREY  YASSJEFFREY S YASS,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2016,ROBERT  HEATON,ROBERT  HEATON,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYROBERT  HEATONROBERT  HEATON,False
SCAIFE FAMILY FOUNDATIONS,ALLEGHENY INSTITUTE FOR PUBLIC POLICY,2016,PETER H STEPHAICH,PETER  STEPHAICH,True,SCAIFE FAMILY FOUNDATIONSALLEGHENY INSTITUTE FOR PUBLIC POLICYPETER H STEPHAICHPETER  STEPHAICH,False
HERRICK FOUNDATION,HERITAGE FOUNDATION,2016,TODD W HERRICK,TODD W HERRICK,True,HERRICK FOUNDATIONHERITAGE FOUNDATIONTODD W HERRICKTODD W HERRICK,False
HERRICK FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,2016,TODD W HERRICK,TODD W HERRICK,True,HERRICK FOUNDATIONMACKINAC CENTER FOR PUBLIC POLICYTODD W HERRICKTODD W HERRICK,False
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2016,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2016,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKADAM  MEYERSONADAM  MEYERSON,True
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,THOMAS E BEACH,THOMAS E BEACH,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERTHOMAS E BEACHTHOMAS E BEACH,True
DUNN FOUNDATION THE,COMMONWEALTH FOUNDATION,2016,THOMAS E BEACH,THOMAS E BEACH,True,DUNN FOUNDATION THECOMMONWEALTH FOUNDATIONTHOMAS E BEACHTHOMAS E BEACH,True
DUNN FOUNDATION THE,REASON FOUNDATION THE,2016,THOMAS E BEACH,THOMAS E BEACH,True,DUNN FOUNDATION THEREASON FOUNDATION THETHOMAS E BEACHTHOMAS E BEACH,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,THOMAS E BEACH,THOMAS E BEACH,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERTHOMAS E BEACHTHOMAS E BEACH,True
DONORS TRUST & DONORS CAPITAL FUND,COMMONWEALTH FOUNDATION,2016,THOMAS E BEACH,THOMAS E BEACH,True,DONORS TRUST & DONORS CAPITAL FUNDCOMMONWEALTH FOUNDATIONTHOMAS E BEACHTHOMAS E BEACH,True
DONORS TRUST & DONORS CAPITAL FUND,REASON FOUNDATION THE,2016,THOMAS E BEACH,THOMAS E BEACH,True,DONORS TRUST & DONORS CAPITAL FUNDREASON FOUNDATION THETHOMAS E BEACHTHOMAS E BEACH,True
ORANGE CRIMSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2016,DANIEL  D'ANIELLO,DANIEL  D'ANIELLO,True,ORANGE CRIMSON FOUNDATIONAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHDANIEL  D'ANIELLODANIEL  D'ANIELLO,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2016,LAWSON R BADER,LAWSON  BADER,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKLAWSON R BADERLAWSON  BADER,True
DONORS TRUST & DONORS CAPITAL FUND,COMPETITIVE ENTERPRISE INSTITUTE,2016,LAWSON R BADER,LAWSON  BADER,True,DONORS TRUST & DONORS CAPITAL FUNDCOMPETITIVE ENTERPRISE INSTITUTELAWSON R BADERLAWSON  BADER,True
DONORS TRUST & DONORS CAPITAL FUND,ATLAS NETWORK,2016,LAWSON R BADER,LAWSON  BADER,True,DONORS TRUST & DONORS CAPITAL FUNDATLAS NETWORKLAWSON R BADERLAWSON  BADER,True
DONORS TRUST & DONORS CAPITAL FUND,INSTITUTE FOR ENERGY RESEARCH,2016,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDINSTITUTE FOR ENERGY RESEARCHSTEVEN  HAYWARDSTEVEN  HAYWARD,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERSTEVEN  HAYWARDSTEVEN  HAYWARD,True
ROE FOUNDATION The,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2016,BYRON S LAMM,BYRON  LAMM,True,ROE FOUNDATION ThePROPERTY AND ENVIRONMENT RESEARCH CENTERBYRON S LAMMBYRON  LAMM,True
ROE FOUNDATION The,INDIANA POLICY REVIEW FOUNDATION,2016,BYRON S LAMM,BYRON  LAMM,True,ROE FOUNDATION TheINDIANA POLICY REVIEW FOUNDATIONBYRON S LAMMBYRON  LAMM,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2016,RICHARD W DUESENBERG,RICHARD W DUESENBERG,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDRICHARD W DUESENBERGRICHARD W DUESENBERG,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2016,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONMICHAEL W GLEBAMICHAEL W GLEBA,True
SCAIFE FAMILY FOUNDATIONS,COMMONWEALTH FOUNDATION,2016,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSCOMMONWEALTH FOUNDATIONMICHAEL W GLEBAMICHAEL W GLEBA,True
SCAIFE FAMILY FOUNDATIONS,COMPETITIVE ENTERPRISE INSTITUTE,2016,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSCOMPETITIVE ENTERPRISE INSTITUTEMICHAEL W GLEBAMICHAEL W GLEBA,True
CHASE FOUNDATION OF VIRGINIA,AMERICANS FOR PROSPERITY,2016,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAAMERICANS FOR PROSPERITYWALTER E WILLIAMSWALTER  WILLIAMS,True
CHASE FOUNDATION OF VIRGINIA,FREE TO CHOOSE NETWORK,2016,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAFREE TO CHOOSE NETWORKWALTER E WILLIAMSWALTER  WILLIAMS,True
THOMAS W SMITH FOUNDATION INC,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2016,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
THOMAS W SMITH FOUNDATION INC,AMERICAN SPECTATOR FOUNDATION,2016,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2016,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN SPECTATOR FOUNDATION,2016,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2016,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,AMERICAN SPECTATOR FOUNDATION,2016,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
"WILLIAM E. SIMON FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,2016,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.MANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON",True
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,2016,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.AMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON",True
MERCER FAMILY FOUNDATION,MEDIA RESEARCH CENTER,2016,REBEKAH  MERCER,REBEKAH  MERCER,True,MERCER FAMILY FOUNDATIONMEDIA RESEARCH CENTERREBEKAH  MERCERREBEKAH  MERCER,True
HERRICK FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,2016,KENT B HERRICK,KENT B HERRICK,True,HERRICK FOUNDATIONMACKINAC CENTER FOR PUBLIC POLICYKENT B HERRICKKENT B HERRICK,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2016,EMILIO J PACHECO,EMILIO J PACHECO,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDEMILIO J PACHECOEMILIO J PACHECO,True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2016,WILLIAM J HUME,WILLIAM J HUME,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONWILLIAM J HUMEWILLIAM J HUME,True
JAQUELIN HUME FOUNDATION,HERITAGE FOUNDATION,2016,WILLIAM J HUME,WILLIAM J HUME,True,JAQUELIN HUME FOUNDATIONHERITAGE FOUNDATIONWILLIAM J HUMEWILLIAM J HUME,True
